repo,policy,tau,n_prs,conflicts,obs_conflicts,avoided_pct,new_conflicts,added_delay_days,delay_days_per_pr,makespan_days,makespan_inflation_pct
dotnet/fsharp,predictor,0.4,26,33,66,50.0,0,748.6469560185188,28.794113693019955,115.54449074074078,61.263780375949935
dotnet/fsharp,predictor,0.5,26,33,66,50.0,0,748.6469560185188,28.794113693019955,115.54449074074078,61.263780375949935
dotnet/fsharp,predictor,0.65,26,64,66,3.0303030303030303,0,0.8774768518518575,0.0337491096866099,72.34913194444444,0.9766406817148656
dotnet/fsharp,predictor,0.8,26,66,66,0.0,0,0.0,0.0,71.649375,0.0
NangoHQ/nango,observed,,26,271,271,0.0,0,0.0,0.0,70.30537037037037,0.0
NangoHQ/nango,fifo,,26,0,271,100.0,0,12678.019386574071,487.61613025284896,1078.4042708333336,1433.886053301866
NangoHQ/nango,oracle,,26,0,271,100.0,0,10285.15920138889,395.583046207265,1038.4919444444447,1377.1160993443946
NangoHQ/nango,predictor,0.1,26,0,271,100.0,0,12678.019386574071,487.61613025284896,1078.4042708333336,1433.886053301866
NangoHQ/nango,predictor,0.15,26,0,271,100.0,0,12678.019386574071,487.61613025284896,1078.4042708333336,1433.886053301866
NangoHQ/nango,predictor,0.2,26,0,271,100.0,0,12678.019386574071,487.61613025284896,1078.4042708333336,1433.886053301866
NangoHQ/nango,predictor,0.25,26,0,271,100.0,0,12678.019386574071,487.61613025284896,1078.4042708333336,1433.886053301866
NangoHQ/nango,predictor,0.3,26,0,271,100.0,0,12678.019386574071,487.61613025284896,1078.4042708333336,1433.886053301866
NangoHQ/nango,predictor,0.4,26,0,271,100.0,0,12678.019386574071,487.61613025284896,1078.4042708333336,1433.886053301866
NangoHQ/nango,predictor,0.5,26,0,271,100.0,0,12678.019386574071,487.61613025284896,1078.4042708333336,1433.886053301866
NangoHQ/nango,predictor,0.65,26,3,271,98.8929889298893,0,11274.794247685184,433.6459326032763,1000.1219907407408,1322.5399645461991
NangoHQ/nango,predictor,0.8,26,146,271,46.125461254612546,0,1541.4752314814814,59.2875089031339,401.332662037037,470.8421133731419
sam-goodwin/alchemy,observed,,26,76,76,0.0,0,0.0,0.0,43.90153935185185,0.0
sam-goodwin/alchemy,fifo,,26,0,76,100.0,0,1846.3331365740744,71.0128129451567,166.98613425925927,280.3651004602313
sam-goodwin/alchemy,oracle,,26,0,76,100.0,0,384.64262731481494,14.79394720441596,71.07813657407408,61.903517788780825
sam-goodwin/alchemy,predictor,0.1,26,0,76,100.0,0,1846.3331365740744,71.0128129451567,166.98613425925927,280.3651004602313
sam-goodwin/alchemy,predictor,0.15,26,0,76,100.0,0,1846.3331365740744,71.0128129451567,166.98613425925927,280.3651004602313
sam-goodwin/alchemy,predictor,0.2,26,0,76,100.0,0,1846.3331365740744,71.0128129451567,166.98613425925927,280.3651004602313
sam-goodwin/alchemy,predictor,0.25,26,0,76,100.0,0,1681.236539351852,64.66294382122507,160.14863425925927,264.79047574103777
sam-goodwin/alchemy,predictor,0.3,26,18,76,76.3157894736842,0,969.362673611111,37.2831797542735,130.44439814814814,197.1294402747309
sam-goodwin/alchemy,predictor,0.4,26,32,76,57.89473684210526,1,543.7293634259258,20.91266782407407,98.7278935185185,124.88481036452303
sam-goodwin/alchemy,predictor,0.5,26,63,76,17.105263157894736,0,164.66568287037038,6.333295495014245,77.09636574074074,75.61198736756519
sam-goodwin/alchemy,predictor,0.65,26,75,76,1.3157894736842106,0,13.415983796296295,0.5159993767806268,44.769930555555554,1.97804272133585
sam-goodwin/alchemy,predictor,0.8,26,75,76,1.3157894736842106,0,1.1093865740740736,0.0426687143874643,44.769814814814815,1.977779084246017
benwbrum/fromthepage,observed,,27,56,56,0.0,0,0.0,0.0,48.90546296296296,0.0
benwbrum/fromthepage,fifo,,27,0,56,100.0,0,457.77276620370384,16.954546896433474,83.1798263888889,70.0828932994307
benwbrum/fromthepage,oracle,,27,0,56,100.0,0,168.58026620370376,6.2437135631001395,63.90387731481482,30.668177833651097
benwbrum/fromthepage,predictor,0.1,27,0,56,100.0,0,457.77276620370384,16.954546896433474,83.1798263888889,70.0828932994307
benwbrum/fromthepage,predictor,0.15,27,0,56,100.0,0,457.77276620370384,16.954546896433474,83.1798263888889,70.0828932994307
benwbrum/fromthepage,predictor,0.2,27,0,56,100.0,0,457.77276620370384,16.954546896433474,83.1798263888889,70.0828932994307
benwbrum/fromthepage,predictor,0.25,27,55,56,1.7857142857142858,4,93.26626157407406,3.4543059842249653,57.11269675925926,16.781834378118017
benwbrum/fromthepage,predictor,0.3,27,57,56,-1.7857142857142858,4,60.668969907407394,2.2469988854595333,51.946921296296296,6.219056418373307
benwbrum/fromthepage,predictor,0.4,27,56,56,0.0,0,2.314027777777776,0.085704732510288,49.4515625,1.1166432213321618
