repo,pr_a,pr_b,status,sha_a,sha_b,merge_base,conflict,n_conflict_files,conflict_files,n_shared_src,cross_agent,secs,note
prebid/Prebid.js,13314,13368,conflict,59a825420fba75ceec3c9c704fb7089d4027c26c,ec4dbc67bb27f1866672524cf9f8e7402b56a465,5e3b8784754da16f40a7cc894e5921cae4a89257,True,6,babelConfig.js|gulpfile.js|libraries/vidazooUtils/bidderUtils.js|modules/zeta_global_sspBidAdapter.js|package-lock.json|webpack.conf.js,23,False,0.35,
prebid/Prebid.js,13353,13368,conflict,4187e8fd3c9dd944cdeae457996ef79cf5cd3fdd,ec4dbc67bb27f1866672524cf9f8e7402b56a465,fcd21f2f12d04314dd78ecf589d763fb332af1c6,True,2,package-lock.json|package.json,8,False,0.42,
prebid/Prebid.js,13354,13368,clean,480a31d6b6e7fc62bfdb51ab7147690d303d2be7,ec4dbc67bb27f1866672524cf9f8e7402b56a465,c2fe82fa7235816f8336fcbf04574622fcf22dae,False,0,,1,False,0.23,
prebid/Prebid.js,13355,13368,conflict,bb1064d39da6508f4778de462ee34f467e8ca89b,ec4dbc67bb27f1866672524cf9f8e7402b56a465,5e3b8784754da16f40a7cc894e5921cae4a89257,True,8,babelConfig.js|gulpfile.js|libraries/vidazooUtils/bidderUtils.js|modules/prebidServerBidAdapter/index.ts|modules/zeta_global_sspBidAdapter.js|package-lock.json|src/adapterManager.js|webpack.conf.js,92,False,0.31,
prebid/Prebid.js,13361,13368,clean,f160050186fa5d382eba211efb436d91742d58fd,ec4dbc67bb27f1866672524cf9f8e7402b56a465,8a42cb4e14d8700c5b90722938f5fb3e33c5854d,False,0,,42,False,0.03,
prebid/Prebid.js,13154,13379,conflict,5fbef6793ae494453cac7003b28bb1bde81e6231,925c6659ad60c578bed051efa2667c239c10b879,a1f0a668744abf52e6dab443a0cd35003fa9d0a6,True,6,gulpfile.js|libraries/vidazooUtils/bidderUtils.js|package-lock.json|package.json|test/spec/modules/adotBidAdapter_spec.js|test/spec/modules/ssp_genieeBidAdapter_spec.js,6,False,0.56,
prebid/Prebid.js,13287,13379,clean,9e063e50c63b738fc44a8ae5550b516c87034cb5,925c6659ad60c578bed051efa2667c239c10b879,c159684c79dc0ab4fb7fc7f401e986194d2de198,False,0,,3,False,0.01,
prebid/Prebid.js,13298,13379,clean,223638d8a46a66f24bebbb69d9d411a8218fbd95,925c6659ad60c578bed051efa2667c239c10b879,9105290cbab1a912d1aa1e5abc3f9a3d00599a5f,False,0,,1,False,0.01,
prebid/Prebid.js,13299,13379,conflict,4cbb5b72771072efafb4bfc778716afa96689a35,925c6659ad60c578bed051efa2667c239c10b879,a1f0a668744abf52e6dab443a0cd35003fa9d0a6,True,38,babelConfig.js|eslint.config.js|gulp.precompilation.js|gulpHelpers.js|gulpfile.js|libraries/vidazooUtils/bidderUtils.js|modules/appushBidAdapter.js|modules/datawrkzBidAdapter.js|modules/freewheel-sspBidAdapter.js|modules/prebidServerBidAdapter/index.ts|modules/rtdModule/spec.ts|modules/sharedIdSystem.ts|modules/targetVideoBidAdapter.js|modules/tcfControl.ts|modules/userId/index.ts|modules/userId/spec.ts|modules/zeta_globalBidAdapter.js|modules/zeta_global_sspBidAdapter.js|package-lock.json|package.json|src/adUnits.ts|src/adapterManager.ts|src/adapters/bidderFactory.ts|src/ajax.ts|src/banner.ts|src/native.ts|src/prebid.ts|src/prebidGlobal.ts|src/refererDetection.ts|src/storageManager.ts|src/targeting.ts|src/types/common.d.ts|test/spec/modules/adotBidAdapter_spec.js|test/spec/modules/criteoBidAdapter_spec.js|test/spec/modules/freewheel-sspBidAdapter_spec.js|test/spec/modules/ssp_genieeBidAdapter_spec.js|test/spec/modules/userId_spec.js|webpack.conf.js,1,False,0.52,
prebid/Prebid.js,13309,13379,conflict,0e4a247f6bb87d47d660310c0cc5bcd6b49dc874,925c6659ad60c578bed051efa2667c239c10b879,a1f0a668744abf52e6dab443a0cd35003fa9d0a6,True,38,babelConfig.js|eslint.config.js|gulp.precompilation.js|gulpHelpers.js|gulpfile.js|libraries/vidazooUtils/bidderUtils.js|modules/appushBidAdapter.js|modules/datawrkzBidAdapter.js|modules/freewheel-sspBidAdapter.js|modules/prebidServerBidAdapter/index.ts|modules/rtdModule/spec.ts|modules/sharedIdSystem.ts|modules/targetVideoBidAdapter.js|modules/tcfControl.ts|modules/userId/index.ts|modules/userId/spec.ts|modules/zeta_globalBidAdapter.js|modules/zeta_global_sspBidAdapter.js|package-lock.json|package.json|src/adUnits.ts|src/adapterManager.ts|src/adapters/bidderFactory.ts|src/ajax.ts|src/banner.ts|src/native.ts|src/prebid.ts|src/prebidGlobal.ts|src/refererDetection.ts|src/storageManager.ts|src/targeting.ts|src/types/common.d.ts|test/spec/modules/adotBidAdapter_spec.js|test/spec/modules/criteoBidAdapter_spec.js|test/spec/modules/freewheel-sspBidAdapter_spec.js|test/spec/modules/ssp_genieeBidAdapter_spec.js|test/spec/modules/userId_spec.js|webpack.conf.js,1,False,0.26,
prebid/Prebid.js,13314,13379,conflict,59a825420fba75ceec3c9c704fb7089d4027c26c,925c6659ad60c578bed051efa2667c239c10b879,a1f0a668744abf52e6dab443a0cd35003fa9d0a6,True,9,babelConfig.js|gulpfile.js|libraries/vidazooUtils/bidderUtils.js|modules/zeta_global_sspBidAdapter.js|package-lock.json|package.json|test/spec/modules/adotBidAdapter_spec.js|test/spec/modules/ssp_genieeBidAdapter_spec.js|webpack.conf.js,1,False,0.1,
prebid/Prebid.js,13355,13379,conflict,bb1064d39da6508f4778de462ee34f467e8ca89b,925c6659ad60c578bed051efa2667c239c10b879,a1f0a668744abf52e6dab443a0cd35003fa9d0a6,True,11,babelConfig.js|gulpfile.js|libraries/vidazooUtils/bidderUtils.js|modules/prebidServerBidAdapter/index.ts|modules/zeta_global_sspBidAdapter.js|package-lock.json|package.json|src/adapterManager.js|test/spec/modules/adotBidAdapter_spec.js|test/spec/modules/ssp_genieeBidAdapter_spec.js|webpack.conf.js,6,False,0.11,
prebid/Prebid.js,13361,13379,conflict,f160050186fa5d382eba211efb436d91742d58fd,925c6659ad60c578bed051efa2667c239c10b879,a1f0a668744abf52e6dab443a0cd35003fa9d0a6,True,2,package-lock.json|test/spec/modules/adotBidAdapter_spec.js,6,False,0.08,
prebid/Prebid.js,13368,13379,clean,ec4dbc67bb27f1866672524cf9f8e7402b56a465,925c6659ad60c578bed051efa2667c239c10b879,2f6b180ac43e2127ff27ef75d9632649597ac98e,False,0,,40,False,0.02,
prebid/Prebid.js,13154,13384,conflict,5fbef6793ae494453cac7003b28bb1bde81e6231,de19d0fb7e0fa19268776ad6ba7e1ad09e1b1fb8,78f796b887700a1f1fd976ca344847fdc1f1382e,True,1,libraries/vidazooUtils/bidderUtils.js,34,False,0.24,
prebid/Prebid.js,13287,13384,clean,9e063e50c63b738fc44a8ae5550b516c87034cb5,de19d0fb7e0fa19268776ad6ba7e1ad09e1b1fb8,c159684c79dc0ab4fb7fc7f401e986194d2de198,False,0,,4,False,0.01,
prebid/Prebid.js,13298,13384,clean,223638d8a46a66f24bebbb69d9d411a8218fbd95,de19d0fb7e0fa19268776ad6ba7e1ad09e1b1fb8,9105290cbab1a912d1aa1e5abc3f9a3d00599a5f,False,0,,14,False,0.01,
prebid/Prebid.js,13299,13384,clean,4cbb5b72771072efafb4bfc778716afa96689a35,de19d0fb7e0fa19268776ad6ba7e1ad09e1b1fb8,d16c038c38fa508ed8cca3489c8f958ba056cb15,False,0,,14,False,0.01,
prebid/Prebid.js,13309,13384,clean,0e4a247f6bb87d47d660310c0cc5bcd6b49dc874,de19d0fb7e0fa19268776ad6ba7e1ad09e1b1fb8,d16c038c38fa508ed8cca3489c8f958ba056cb15,False,0,,14,False,0.01,
prebid/Prebid.js,13314,13384,clean,59a825420fba75ceec3c9c704fb7089d4027c26c,de19d0fb7e0fa19268776ad6ba7e1ad09e1b1fb8,fca5cc20eec9a4454522d58e5aa1bd411a9cdea7,False,0,,14,False,0.01,
prebid/Prebid.js,13355,13384,conflict,bb1064d39da6508f4778de462ee34f467e8ca89b,de19d0fb7e0fa19268776ad6ba7e1ad09e1b1fb8,db92ad4bdc15199e7e10f33bb89898555f37b6e3,True,2,modules/prebidServerBidAdapter/index.ts|src/adapterManager.js,29,False,0.03,
prebid/Prebid.js,13361,13384,clean,f160050186fa5d382eba211efb436d91742d58fd,de19d0fb7e0fa19268776ad6ba7e1ad09e1b1fb8,8a42cb4e14d8700c5b90722938f5fb3e33c5854d,False,0,,2,False,0.03,
prebid/Prebid.js,13368,13384,conflict,ec4dbc67bb27f1866672524cf9f8e7402b56a465,de19d0fb7e0fa19268776ad6ba7e1ad09e1b1fb8,5e3b8784754da16f40a7cc894e5921cae4a89257,True,22,babelConfig.js|eslint.config.js|gulp.precompilation.js|gulpHelpers.js|gulpfile.js|libraries/vidazooUtils/bidderUtils.js|modules/datawrkzBidAdapter.js|modules/prebidServerBidAdapter/index.ts|modules/rtdModule/spec.ts|modules/sharedIdSystem.ts|modules/userId/index.ts|modules/userId/spec.ts|modules/zeta_globalBidAdapter.js|modules/zeta_global_sspBidAdapter.js|package-lock.json|package.json|src/adapterManager.ts|src/adapters/bidderFactory.ts|src/storageManager.ts|src/types/common.d.ts|test/spec/modules/userId_spec.js|webpack.conf.js,13,False,0.54,
prebid/Prebid.js,13154,13387,clean,5fbef6793ae494453cac7003b28bb1bde81e6231,e89821a236efcf8df8e9f23f1e65631175b108f3,ab99f2a36b7867b0497d5696e935fa7d7cfa54ce,False,0,,4,False,0.02,
prebid/Prebid.js,13355,13387,clean,bb1064d39da6508f4778de462ee34f467e8ca89b,e89821a236efcf8df8e9f23f1e65631175b108f3,ab99f2a36b7867b0497d5696e935fa7d7cfa54ce,False,0,,4,False,0.02,
prebid/Prebid.js,13361,13387,clean,f160050186fa5d382eba211efb436d91742d58fd,e89821a236efcf8df8e9f23f1e65631175b108f3,ab99f2a36b7867b0497d5696e935fa7d7cfa54ce,False,0,,4,False,0.02,
prebid/Prebid.js,13368,13387,clean,ec4dbc67bb27f1866672524cf9f8e7402b56a465,e89821a236efcf8df8e9f23f1e65631175b108f3,ab99f2a36b7867b0497d5696e935fa7d7cfa54ce,False,0,,4,False,0.02,
prebid/Prebid.js,13384,13387,clean,de19d0fb7e0fa19268776ad6ba7e1ad09e1b1fb8,e89821a236efcf8df8e9f23f1e65631175b108f3,ab99f2a36b7867b0497d5696e935fa7d7cfa54ce,False,0,,1,False,0.02,
prebid/Prebid.js,13154,13388,conflict,5fbef6793ae494453cac7003b28bb1bde81e6231,ff6a7e8578a64482536da0096f0f1ef2fbf1d260,a1f0a668744abf52e6dab443a0cd35003fa9d0a6,True,6,gulpfile.js|libraries/vidazooUtils/bidderUtils.js|package-lock.json|package.json|test/spec/modules/adotBidAdapter_spec.js|test/spec/modules/ssp_genieeBidAdapter_spec.js,4,False,0.58,
prebid/Prebid.js,13287,13388,clean,9e063e50c63b738fc44a8ae5550b516c87034cb5,ff6a7e8578a64482536da0096f0f1ef2fbf1d260,c159684c79dc0ab4fb7fc7f401e986194d2de198,False,0,,1,False,0.04,
prebid/Prebid.js,13298,13388,clean,223638d8a46a66f24bebbb69d9d411a8218fbd95,ff6a7e8578a64482536da0096f0f1ef2fbf1d260,9105290cbab1a912d1aa1e5abc3f9a3d00599a5f,False,0,,2,False,0.02,
prebid/Prebid.js,13299,13388,conflict,4cbb5b72771072efafb4bfc778716afa96689a35,ff6a7e8578a64482536da0096f0f1ef2fbf1d260,a1f0a668744abf52e6dab443a0cd35003fa9d0a6,True,36,babelConfig.js|eslint.config.js|gulp.precompilation.js|gulpHelpers.js|gulpfile.js|libraries/vidazooUtils/bidderUtils.js|modules/appushBidAdapter.js|modules/cadent_aperture_mxBidAdapter.js|modules/datawrkzBidAdapter.js|modules/prebidServerBidAdapter/index.ts|modules/rtdModule/spec.ts|modules/sharedIdSystem.ts|modules/targetVideoBidAdapter.js|modules/tcfControl.ts|modules/userId/index.ts|modules/userId/spec.ts|modules/zeta_global_sspBidAdapter.js|package-lock.json|package.json|src/adUnits.ts|src/adapterManager.ts|src/adapters/bidderFactory.ts|src/ajax.ts|src/banner.ts|src/native.ts|src/prebid.ts|src/prebidGlobal.ts|src/refererDetection.ts|src/storageManager.ts|src/targeting.ts|src/types/common.d.ts|test/spec/modules/adotBidAdapter_spec.js|test/spec/modules/criteoBidAdapter_spec.js|test/spec/modules/ssp_genieeBidAdapter_spec.js|test/spec/modules/userId_spec.js|webpack.conf.js,2,False,0.94,
prebid/Prebid.js,13309,13388,conflict,0e4a247f6bb87d47d660310c0cc5bcd6b49dc874,ff6a7e8578a64482536da0096f0f1ef2fbf1d260,a1f0a668744abf52e6dab443a0cd35003fa9d0a6,True,36,babelConfig.js|eslint.config.js|gulp.precompilation.js|gulpHelpers.js|gulpfile.js|libraries/vidazooUtils/bidderUtils.js|modules/appushBidAdapter.js|modules/cadent_aperture_mxBidAdapter.js|modules/datawrkzBidAdapter.js|modules/prebidServerBidAdapter/index.ts|modules/rtdModule/spec.ts|modules/sharedIdSystem.ts|modules/targetVideoBidAdapter.js|modules/tcfControl.ts|modules/userId/index.ts|modules/userId/spec.ts|modules/zeta_global_sspBidAdapter.js|package-lock.json|package.json|src/adUnits.ts|src/adapterManager.ts|src/adapters/bidderFactory.ts|src/ajax.ts|src/banner.ts|src/native.ts|src/prebid.ts|src/prebidGlobal.ts|src/refererDetection.ts|src/storageManager.ts|src/targeting.ts|src/types/common.d.ts|test/spec/modules/adotBidAdapter_spec.js|test/spec/modules/criteoBidAdapter_spec.js|test/spec/modules/ssp_genieeBidAdapter_spec.js|test/spec/modules/userId_spec.js|webpack.conf.js,2,False,0.52,
prebid/Prebid.js,13314,13388,conflict,59a825420fba75ceec3c9c704fb7089d4027c26c,ff6a7e8578a64482536da0096f0f1ef2fbf1d260,a1f0a668744abf52e6dab443a0cd35003fa9d0a6,True,9,babelConfig.js|gulpfile.js|libraries/vidazooUtils/bidderUtils.js|modules/zeta_global_sspBidAdapter.js|package-lock.json|package.json|test/spec/modules/adotBidAdapter_spec.js|test/spec/modules/ssp_genieeBidAdapter_spec.js|webpack.conf.js,2,False,0.18,
prebid/Prebid.js,13154,13428,conflict,5fbef6793ae494453cac7003b28bb1bde81e6231,ab90e40e428efd4deba7de6c55c1df882a26daf9,14cb2cc3108ad10f93c7ff8875e17df57f8d87a3,True,4,gulpfile.js|libraries/vidazooUtils/bidderUtils.js|package-lock.json|package.json,13,False,0.75,
prebid/Prebid.js,13299,13428,conflict,4cbb5b72771072efafb4bfc778716afa96689a35,ab90e40e428efd4deba7de6c55c1df882a26daf9,14cb2cc3108ad10f93c7ff8875e17df57f8d87a3,True,27,babelConfig.js|eslint.config.js|gulp.precompilation.js|gulpHelpers.js|gulpfile.js|libraries/vidazooUtils/bidderUtils.js|modules/appushBidAdapter.js|modules/datawrkzBidAdapter.js|modules/prebidServerBidAdapter/index.ts|modules/rtdModule/spec.ts|modules/sharedIdSystem.ts|modules/userId/index.ts|modules/userId/spec.ts|modules/zeta_global_sspBidAdapter.js|package-lock.json|package.json|src/adUnits.ts|src/adapterManager.ts|src/adapters/bidderFactory.ts|src/banner.ts|src/prebid.ts|src/prebidGlobal.ts|src/refererDetection.ts|src/storageManager.ts|src/types/common.d.ts|test/spec/modules/userId_spec.js|webpack.conf.js,9,False,0.41,
prebid/Prebid.js,13309,13428,conflict,0e4a247f6bb87d47d660310c0cc5bcd6b49dc874,ab90e40e428efd4deba7de6c55c1df882a26daf9,14cb2cc3108ad10f93c7ff8875e17df57f8d87a3,True,27,babelConfig.js|eslint.config.js|gulp.precompilation.js|gulpHelpers.js|gulpfile.js|libraries/vidazooUtils/bidderUtils.js|modules/appushBidAdapter.js|modules/datawrkzBidAdapter.js|modules/prebidServerBidAdapter/index.ts|modules/rtdModule/spec.ts|modules/sharedIdSystem.ts|modules/userId/index.ts|modules/userId/spec.ts|modules/zeta_global_sspBidAdapter.js|package-lock.json|package.json|src/adUnits.ts|src/adapterManager.ts|src/adapters/bidderFactory.ts|src/banner.ts|src/prebid.ts|src/prebidGlobal.ts|src/refererDetection.ts|src/storageManager.ts|src/types/common.d.ts|test/spec/modules/userId_spec.js|webpack.conf.js,9,False,0.46,
prebid/Prebid.js,13314,13428,conflict,59a825420fba75ceec3c9c704fb7089d4027c26c,ab90e40e428efd4deba7de6c55c1df882a26daf9,14cb2cc3108ad10f93c7ff8875e17df57f8d87a3,True,7,babelConfig.js|gulpfile.js|libraries/vidazooUtils/bidderUtils.js|modules/zeta_global_sspBidAdapter.js|package-lock.json|package.json|webpack.conf.js,9,False,0.17,
prebid/Prebid.js,13355,13428,conflict,bb1064d39da6508f4778de462ee34f467e8ca89b,ab90e40e428efd4deba7de6c55c1df882a26daf9,14cb2cc3108ad10f93c7ff8875e17df57f8d87a3,True,9,babelConfig.js|gulpfile.js|libraries/vidazooUtils/bidderUtils.js|modules/prebidServerBidAdapter/index.ts|modules/zeta_global_sspBidAdapter.js|package-lock.json|package.json|src/adapterManager.js|webpack.conf.js,2,False,0.21,
prebid/Prebid.js,13368,13428,clean,ec4dbc67bb27f1866672524cf9f8e7402b56a465,ab90e40e428efd4deba7de6c55c1df882a26daf9,e92f3ee90e0f37b86055ca0c108a03386a06b829,False,0,,3,False,0.02,
prebid/Prebid.js,13299,13454,clean,4cbb5b72771072efafb4bfc778716afa96689a35,5e6e8870948eef070a26cae9928f2044ff3bea84,fca5cc20eec9a4454522d58e5aa1bd411a9cdea7,False,0,,1,False,0.02,
prebid/Prebid.js,13309,13454,clean,0e4a247f6bb87d47d660310c0cc5bcd6b49dc874,5e6e8870948eef070a26cae9928f2044ff3bea84,fca5cc20eec9a4454522d58e5aa1bd411a9cdea7,False,0,,1,False,0.01,
prebid/Prebid.js,13314,13454,clean,59a825420fba75ceec3c9c704fb7089d4027c26c,5e6e8870948eef070a26cae9928f2044ff3bea84,fca5cc20eec9a4454522d58e5aa1bd411a9cdea7,False,0,,1,False,0.02,
prebid/Prebid.js,13355,13454,clean,bb1064d39da6508f4778de462ee34f467e8ca89b,5e6e8870948eef070a26cae9928f2044ff3bea84,fca5cc20eec9a4454522d58e5aa1bd411a9cdea7,False,0,,3,False,0.01,
prebid/Prebid.js,13384,13454,clean,de19d0fb7e0fa19268776ad6ba7e1ad09e1b1fb8,5e6e8870948eef070a26cae9928f2044ff3bea84,fca5cc20eec9a4454522d58e5aa1bd411a9cdea7,False,0,,2,False,0.01,
prebid/Prebid.js,13384,13455,clean,de19d0fb7e0fa19268776ad6ba7e1ad09e1b1fb8,7b63ddd3561f212d6f8d472e30d9f6dbdec5ddef,fca5cc20eec9a4454522d58e5aa1bd411a9cdea7,False,0,,1,False,0.01,
prebid/Prebid.js,13299,13460,clean,4cbb5b72771072efafb4bfc778716afa96689a35,758b14331b8fb6965f1e5bdda1dc3ee8f7a76430,d16c038c38fa508ed8cca3489c8f958ba056cb15,False,0,,39,False,0.02,
prebid/Prebid.js,13309,13460,clean,0e4a247f6bb87d47d660310c0cc5bcd6b49dc874,758b14331b8fb6965f1e5bdda1dc3ee8f7a76430,d16c038c38fa508ed8cca3489c8f958ba056cb15,False,0,,39,False,0.02,
prebid/Prebid.js,13314,13460,clean,59a825420fba75ceec3c9c704fb7089d4027c26c,758b14331b8fb6965f1e5bdda1dc3ee8f7a76430,fca5cc20eec9a4454522d58e5aa1bd411a9cdea7,False,0,,39,False,0.02,
prebid/Prebid.js,13355,13460,conflict,bb1064d39da6508f4778de462ee34f467e8ca89b,758b14331b8fb6965f1e5bdda1dc3ee8f7a76430,db92ad4bdc15199e7e10f33bb89898555f37b6e3,True,2,modules/prebidServerBidAdapter/index.ts|src/adapterManager.js,134,False,0.06,
prebid/Prebid.js,13384,13460,clean,de19d0fb7e0fa19268776ad6ba7e1ad09e1b1fb8,758b14331b8fb6965f1e5bdda1dc3ee8f7a76430,d16c038c38fa508ed8cca3489c8f958ba056cb15,False,0,,299,False,0.02,
prebid/Prebid.js,13454,13460,clean,5e6e8870948eef070a26cae9928f2044ff3bea84,758b14331b8fb6965f1e5bdda1dc3ee8f7a76430,fca5cc20eec9a4454522d58e5aa1bd411a9cdea7,False,0,,3,False,0.01,
prebid/Prebid.js,13455,13460,clean,7b63ddd3561f212d6f8d472e30d9f6dbdec5ddef,758b14331b8fb6965f1e5bdda1dc3ee8f7a76430,fca5cc20eec9a4454522d58e5aa1bd411a9cdea7,False,0,,1,False,0.01,
prebid/Prebid.js,13299,13461,conflict,4cbb5b72771072efafb4bfc778716afa96689a35,c9491f0255263e798be74637af0bf1dea231bcca,fca5cc20eec9a4454522d58e5aa1bd411a9cdea7,True,1,test/spec/modules/raynRtdProvider_spec.js,1,False,0.32,
prebid/Prebid.js,13309,13461,conflict,0e4a247f6bb87d47d660310c0cc5bcd6b49dc874,c9491f0255263e798be74637af0bf1dea231bcca,fca5cc20eec9a4454522d58e5aa1bd411a9cdea7,True,1,test/spec/modules/raynRtdProvider_spec.js,1,False,0.02,
prebid/Prebid.js,13314,13461,clean,59a825420fba75ceec3c9c704fb7089d4027c26c,c9491f0255263e798be74637af0bf1dea231bcca,fca5cc20eec9a4454522d58e5aa1bd411a9cdea7,False,0,,1,False,0.02,
prebid/Prebid.js,13299,13462,clean,4cbb5b72771072efafb4bfc778716afa96689a35,7db03ae0436080a14e2b3dd8602312c08b850a5d,0d42fc2b3c91aeba80207a2b93d2f3d2359034c1,False,0,,13,False,0.03,
prebid/Prebid.js,13309,13462,clean,0e4a247f6bb87d47d660310c0cc5bcd6b49dc874,7db03ae0436080a14e2b3dd8602312c08b850a5d,0d42fc2b3c91aeba80207a2b93d2f3d2359034c1,False,0,,13,False,0.02,
prebid/Prebid.js,13314,13462,clean,59a825420fba75ceec3c9c704fb7089d4027c26c,7db03ae0436080a14e2b3dd8602312c08b850a5d,fca5cc20eec9a4454522d58e5aa1bd411a9cdea7,False,0,,13,False,0.02,
prebid/Prebid.js,13355,13462,conflict,bb1064d39da6508f4778de462ee34f467e8ca89b,7db03ae0436080a14e2b3dd8602312c08b850a5d,db92ad4bdc15199e7e10f33bb89898555f37b6e3,True,2,modules/prebidServerBidAdapter/index.ts|src/adapterManager.js,20,False,0.06,
prebid/Prebid.js,13384,13462,clean,de19d0fb7e0fa19268776ad6ba7e1ad09e1b1fb8,7db03ae0436080a14e2b3dd8602312c08b850a5d,0d42fc2b3c91aeba80207a2b93d2f3d2359034c1,False,0,,290,False,0.02,
prebid/Prebid.js,13454,13462,clean,5e6e8870948eef070a26cae9928f2044ff3bea84,7db03ae0436080a14e2b3dd8602312c08b850a5d,fca5cc20eec9a4454522d58e5aa1bd411a9cdea7,False,0,,2,False,0.02,
prebid/Prebid.js,13455,13462,clean,7b63ddd3561f212d6f8d472e30d9f6dbdec5ddef,7db03ae0436080a14e2b3dd8602312c08b850a5d,fca5cc20eec9a4454522d58e5aa1bd411a9cdea7,False,0,,1,False,0.01,
prebid/Prebid.js,13460,13462,clean,758b14331b8fb6965f1e5bdda1dc3ee8f7a76430,7db03ae0436080a14e2b3dd8602312c08b850a5d,0d42fc2b3c91aeba80207a2b93d2f3d2359034c1,False,0,,299,False,0.02,
prebid/Prebid.js,13355,13463,clean,bb1064d39da6508f4778de462ee34f467e8ca89b,74eab3a8dfb572f0ee91284332be213833910f42,fca5cc20eec9a4454522d58e5aa1bd411a9cdea7,False,0,,1,False,0.02,
prebid/Prebid.js,13460,13463,clean,758b14331b8fb6965f1e5bdda1dc3ee8f7a76430,74eab3a8dfb572f0ee91284332be213833910f42,fca5cc20eec9a4454522d58e5aa1bd411a9cdea7,False,0,,1,False,0.01,
prebid/Prebid.js,13299,13464,clean,4cbb5b72771072efafb4bfc778716afa96689a35,04606ee69831d0b2e9418cbd1e4431130ac7d352,df57ef8b06ab73f16b312f68673a91d90140f4c6,False,0,,30,False,0.02,
prebid/Prebid.js,13309,13464,clean,0e4a247f6bb87d47d660310c0cc5bcd6b49dc874,04606ee69831d0b2e9418cbd1e4431130ac7d352,df57ef8b06ab73f16b312f68673a91d90140f4c6,False,0,,30,False,0.02,
prebid/Prebid.js,13314,13464,clean,59a825420fba75ceec3c9c704fb7089d4027c26c,04606ee69831d0b2e9418cbd1e4431130ac7d352,fca5cc20eec9a4454522d58e5aa1bd411a9cdea7,False,0,,30,False,0.02,
prebid/Prebid.js,13355,13464,clean,bb1064d39da6508f4778de462ee34f467e8ca89b,04606ee69831d0b2e9418cbd1e4431130ac7d352,df57ef8b06ab73f16b312f68673a91d90140f4c6,False,0,,126,False,0.01,
prebid/Prebid.js,13384,13464,clean,de19d0fb7e0fa19268776ad6ba7e1ad09e1b1fb8,04606ee69831d0b2e9418cbd1e4431130ac7d352,df57ef8b06ab73f16b312f68673a91d90140f4c6,False,0,,26,False,0.02,
prebid/Prebid.js,13454,13464,clean,5e6e8870948eef070a26cae9928f2044ff3bea84,04606ee69831d0b2e9418cbd1e4431130ac7d352,fca5cc20eec9a4454522d58e5aa1bd411a9cdea7,False,0,,2,False,0.01,
prebid/Prebid.js,13460,13464,clean,758b14331b8fb6965f1e5bdda1dc3ee8f7a76430,04606ee69831d0b2e9418cbd1e4431130ac7d352,df57ef8b06ab73f16b312f68673a91d90140f4c6,False,0,,122,False,0.01,
prebid/Prebid.js,13462,13464,clean,7db03ae0436080a14e2b3dd8602312c08b850a5d,04606ee69831d0b2e9418cbd1e4431130ac7d352,df57ef8b06ab73f16b312f68673a91d90140f4c6,False,0,,17,False,0.02,
prebid/Prebid.js,13463,13464,clean,74eab3a8dfb572f0ee91284332be213833910f42,04606ee69831d0b2e9418cbd1e4431130ac7d352,fca5cc20eec9a4454522d58e5aa1bd411a9cdea7,False,0,,1,False,0.02,
prebid/Prebid.js,13299,13468,clean,4cbb5b72771072efafb4bfc778716afa96689a35,23d6ea868087cc05e7970cd7a5a32fa9602c8899,c3392a510ff43f9e1a1d7e23eff059c73d52d0ba,False,0,,34,False,0.31,
prebid/Prebid.js,13309,13468,clean,0e4a247f6bb87d47d660310c0cc5bcd6b49dc874,23d6ea868087cc05e7970cd7a5a32fa9602c8899,c3392a510ff43f9e1a1d7e23eff059c73d52d0ba,False,0,,34,False,0.04,
prebid/Prebid.js,13314,13468,clean,59a825420fba75ceec3c9c704fb7089d4027c26c,23d6ea868087cc05e7970cd7a5a32fa9602c8899,fca5cc20eec9a4454522d58e5aa1bd411a9cdea7,False,0,,34,False,0.02,
prebid/Prebid.js,13355,13468,clean,bb1064d39da6508f4778de462ee34f467e8ca89b,23d6ea868087cc05e7970cd7a5a32fa9602c8899,c3392a510ff43f9e1a1d7e23eff059c73d52d0ba,False,0,,132,False,0.03,
prebid/Prebid.js,13384,13468,clean,de19d0fb7e0fa19268776ad6ba7e1ad09e1b1fb8,23d6ea868087cc05e7970cd7a5a32fa9602c8899,c3392a510ff43f9e1a1d7e23eff059c73d52d0ba,False,0,,29,False,0.03,
prebid/Prebid.js,13460,13468,clean,758b14331b8fb6965f1e5bdda1dc3ee8f7a76430,23d6ea868087cc05e7970cd7a5a32fa9602c8899,c3392a510ff43f9e1a1d7e23eff059c73d52d0ba,False,0,,125,False,0.04,
prebid/Prebid.js,13462,13468,clean,7db03ae0436080a14e2b3dd8602312c08b850a5d,23d6ea868087cc05e7970cd7a5a32fa9602c8899,c3392a510ff43f9e1a1d7e23eff059c73d52d0ba,False,0,,20,False,0.04,
prebid/Prebid.js,13463,13468,clean,74eab3a8dfb572f0ee91284332be213833910f42,23d6ea868087cc05e7970cd7a5a32fa9602c8899,fca5cc20eec9a4454522d58e5aa1bd411a9cdea7,False,0,,1,False,0.02,
